SiteCode,SampleCode,Sample_Date,DateTime,Gage_Ht,Temperature  (C),pH (pH),EC (uS/cm),Cl (mg/L),NO3-N (ug N/L),SO4 (mg/L),Na (mg/L),K (mg/L),Mg (mg/L),Ca (mg/L),NH4-N (ug/L),PO4 (mg/L),dissolved org C (mg/L),dissolved inorganic C (mg/L),total dissolved N (mg/L),total dissolved P (ug P/L),SiO2 (mg/L),dissolved org N (mg/L),total suspended sediment (mg/L)
QG,120000949,12/11/2001,12/11/2001 13:00,-9999,-9999,-9999,43.1,6.2,-9999,-9999,-9999,0.55,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,12.4,-9999,85
RI,32075000,12/11/2001,12/11/2001 0:00,-9999,-9999,-9999,-9999,6.16,119,0.5,5.25,0.69,0.84,2.2,11.15,4.09,4.07,-9999,0.22,-9999,13.7,0.09,-9999
RI,32083000,12/15/2001,12/15/2001 0:00,-9999,-9999,-9999,-9999,4.99,106,0.49,3.81,0.57,0.71,1.79,6.28,2,4.57,-9999,0.22,-9999,7.81,0.11,-9999
QG,32081000,12/15/2001,12/15/2001 0:00,-9999,-9999,-9999,-9999,6.44,256,0.55,4.43,0.5,0.82,2.07,7.05,2,2.6,-9999,0.3,-9999,-9999,0.04,-9999
QG,22101,12/18/2001,12/18/2001 12:00,8.66,20.5,7.19,45.4,6.29,238,0.49,4.9,0.57,0.91,2.32,5.01,4.1,1.73,-9999,0.29,-9999,15.69,0.05,11.45
Q3,22107,12/18/2001,12/18/2001 9:02,4.8,23.3,7.43,114.9,7.72,153,0.67,6.62,0.84,2.39,3.86,2.5,13.03,1.24,-9999,0.18,-9999,24.7,0.03,8.4
Q2,22106,12/18/2001,12/18/2001 9:14,0.24,22.5,7.48,133.4,6.22,178,0.81,6.21,1.02,2.26,5.49,8.75,16.69,0.96,-9999,0.23,-9999,29.1,0.04,19.81
Q1,22105,12/18/2001,12/18/2001 9:23,9.82,22.5,7.27,165.5,7.97,162,1.13,7.78,1.1,2.69,5.01,18.73,16.91,1.33,-9999,0.21,-9999,31.44,0.03,52.5
QS,22099,12/18/2001,12/18/2001 8:20,4.82,20.8,7.14,34.9,5.7,57,0.5,3.81,0.33,0.9,1.43,5.39,2,2.87,-9999,0.13,-9999,7.08,0.06,4.48
RI,22102,12/18/2001,12/18/2001 11:45,1.48,20.8,6.81,40.6,5.39,121,0.5,4.25,0.58,1.05,2.43,9.06,2,3.24,-9999,0.18,-9999,11.98,0.05,12.22
QP,22100,12/18/2001,12/18/2001 8:35,1.9,21.4,7.3,52.4,6.28,53,0.43,4.41,0.26,1.64,2.56,2.5,2,1.93,-9999,0.12,-9999,12.73,0.06,7.65
MPR,22103,12/18/2001,12/18/2001 8:30,3.14,22.48,7.4,-9999,6.97,128,0.98,5.28,0.67,1.41,6.06,2.5,7.45,1.78,-9999,0.18,-9999,15.03,0.05,6.07
QG,120000950,12/19/2001,12/19/2001 12:24,-9999,-9999,-9999,52.8,7.3,-9999,-9999,-9999,0.76,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,17.5,-9999,10
QG,120000951,12/21/2001,12/21/2001 13:40,-9999,-9999,-9999,26.1,3.4,-9999,-9999,-9999,0.46,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5.66,-9999,7100
QG,120000952,12/21/2001,12/21/2001 13:50,-9999,-9999,-9999,22,3.5,-9999,-9999,-9999,0.4,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.51,-9999,6490
QG,120000953,12/21/2001,12/21/2001 14:05,-9999,-9999,-9999,21.4,3.3,-9999,-9999,-9999,0.42,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,3.53,-9999,3940
QG,120000954,12/21/2001,12/21/2001 14:20,-9999,-9999,-9999,23.1,3.6,-9999,-9999,-9999,0.43,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,3.7,-9999,2040
QG,120000958,12/22/2001,12/22/2001 19:40,-9999,-9999,-9999,18.1,2.8,-9999,-9999,-9999,0.31,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,3.08,-9999,2220
QG,120000957,12/22/2001,12/22/2001 19:30,-9999,-9999,-9999,16.5,2.5,-9999,-9999,-9999,0.29,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,2.92,-9999,3320
QG,120000956,12/22/2001,12/22/2001 19:15,-9999,-9999,-9999,15.6,2.4,-9999,-9999,-9999,0.29,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,2.84,-9999,4150
QG,120000955,12/22/2001,12/22/2001 19:00,-9999,-9999,-9999,17.8,2.4,-9999,-9999,-9999,0.32,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,3.64,-9999,5040
QG,120000959,12/22/2001,12/22/2001 19:45,-9999,-9999,-9999,18.7,2.8,-9999,-9999,-9999,0.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,3.32,-9999,1840
QG,120000960,12/23/2001,12/23/2001 10:05,-9999,-9999,-9999,17.6,2.6,-9999,-9999,-9999,0.25,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,3.69,-9999,3190
QG,120000962,12/23/2001,12/23/2001 13:05,-9999,-9999,-9999,23.8,4.4,-9999,-9999,-9999,0.33,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,3.65,-9999,2140
QG,120000963,12/23/2001,12/23/2001 13:15,-9999,-9999,-9999,24.3,4.3,-9999,-9999,-9999,0.34,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,3.7,-9999,1910
QG,120000961,12/23/2001,12/23/2001 10:10,-9999,-9999,-9999,17.9,3,-9999,-9999,-9999,0.27,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,3.56,-9999,2500
QG,120000964,12/23/2001,12/23/2001 13:25,-9999,-9999,-9999,24.7,4.4,-9999,-9999,-9999,0.33,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,3.82,-9999,1580
MPR,22116,12/26/2001,12/26/2001 0:00,2.38,21.6,7.42,93.3,9.69,180,1.12,7.82,0.93,1.96,6.61,6.86,8.37,0.73,-9999,0.25,-9999,-9999,0.06,22.67
RI,22115,12/26/2001,12/26/2001 11:25,1.38,20.5,6.21,52.9,4.23,115,0.31,3.76,0.47,0.82,3.06,2.5,4.56,0.65,-9999,0.19,-9999,21.14,0.08,0.9
Q2,22119,12/26/2001,12/26/2001 8:00,0.31,22.13,7.33,97.5,7.38,256,0.88,7.69,1.05,2.68,4.82,7.11,13.01,0.44,-9999,0.29,-9999,2.43,0.01,28
Q3,22120,12/26/2001,12/26/2001 8:21,4.76,21.68,7.35,90.6,4.78,120,0.33,4.4,0.4,1.45,2.23,2.5,2,0.29,-9999,0.12,-9999,1.5,0.01,14.4
QG,22114,12/26/2001,12/26/2001 11:45,8.64,20.2,6.37,49.1,7.02,289,0.38,5.45,0.47,1.02,2.75,2.5,2,0.67,-9999,0.29,-9999,19.74,0.01,6.3
QP,22113,12/26/2001,12/26/2001 9:55,1.56,20.8,6.7,68.7,8.57,88,0.45,6.58,0.44,3.15,4.14,2.5,2,0.79,-9999,0.11,-9999,22.01,0.02,2.5
QS,22112,12/26/2001,12/26/2001 9:40,3.62,20,6.46,46.7,7.45,121,0.49,4.78,0.28,1.31,2.18,2.5,2,1.09,-9999,0.16,-9999,12.53,0.04,-9999
Q1,22118,12/26/2001,12/26/2001 8:15,9.9,22.51,7.14,91.6,12.42,312,1.45,12.09,1.48,3.39,5.51,18.54,17.18,0.51,-9999,0.37,-9999,4.91,0.04,48.4
QG,120000965,12/26/2001,12/26/2001 11:20,-9999,-9999,-9999,51,7.1,-9999,-9999,-9999,0.47,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,17.6,-9999,16
Q2,22133,1/2/2002,1/2/2002 9:25,0.22,22.66,7.5,92.8,10.07,336,1.22,10.24,1.21,3.5,3.98,2.5,7.79,0.53,-9999,-9999,-9999,5.8,-9999,40.93
Q3,22134,1/2/2002,1/2/2002 9:20,4.65,22.36,7.47,88.9,9.4,206,0.59,8.37,0.76,2.97,4.26,2.5,8.63,0.38,-9999,0.26,-9999,3,0.05,27.69
Q1,22132,1/2/2002,1/2/2002 9:30,9.78,22.82,7.36,93.2,10.59,231,1.48,10.58,1.09,3.46,5.22,2.5,13.4,0.44,-9999,0.3,-9999,5.86,0.06,42.26
MPR,22130,1/2/2002,1/2/2002 11:22,1.86,22.8,7.85,137,11.03,165,1.29,8.78,0.74,3.2,4.68,5.58,2,0.74,-9999,0.27,-9999,5.77,0.1,17.21
RI,22129,1/2/2002,1/2/2002 12:10,1.29,20.7,6.46,58,6.7,172.5,0.41,5.68,0.59,1.26,3.38,2.5,2,0.56,-9999,0.22,-9999,11.75,0.04,1.6
QT,22127,1/2/2002,1/2/2002 10:20,-9999,21.7,7.1,104.4,9.2,156,0.44,7.37,0.21,4.46,4.33,2.5,2,0.52,-9999,0.22,-9999,13.26,0.06,3
QP,22126,1/2/2002,1/2/2002 9:50,1.4,21.1,6.76,75.8,8.84,81,0.45,6.57,0.35,3.08,3.61,2.5,2,0.82,-9999,0.16,-9999,13.33,0.08,2.84
QS,22125,1/2/2002,1/2/2002 9:33,3.2,20.5,6.55,52,8.06,133,0.54,5.04,0.3,1.53,2.52,2.5,2,0.97,-9999,0.28,-9999,8.75,0.15,0.8
QG,22128,1/2/2002,1/2/2002 12:25,8.6,20.4,6.62,52.4,9.47,299,0.35,7.06,1.09,1.19,2.9,2.5,2,0.93,-9999,0.39,-9999,12.55,0.09,5.5
QG,22142,1/8/2002,1/8/2002 12:07,8.6,20.2,6.77,51.9,7.64,296.5,0.37,5.61,0.46,1.08,2.67,2.5,2,0.69,-9999,0.34,-9999,21.44,0.04,3.4
Q3,22148,1/8/2002,1/8/2002 9:03,4.62,22,7.32,83,9.47,196,0.67,7.86,0.75,2.94,4.11,2.5,8.03,0.68,-9999,0.27,-9999,25.65,0.07,3
Q2,22147,1/8/2002,1/8/2002 9:07,0.1,22.3,7.54,79.7,7.98,247,0.97,7.85,0.94,2.68,4.42,2.5,4.67,0.53,-9999,0.3,-9999,19.08,0.05,17.71
Q1,22146,1/8/2002,1/8/2002 9:13,9.76,22.5,7.3,72.6,8.91,183,1.3,8.85,0.96,2.98,5.46,2.5,5.02,0.45,-9999,0.24,-9999,21.2,0.05,12
QS,22139,1/8/2002,1/8/2002 9:25,3.36,20.2,6.67,48.9,8.29,101,0.59,4.93,0.35,1.32,2.19,2.5,2,1.35,-9999,-9999,-9999,6.24,-9999,0.4
RI,22143,1/8/2002,1/8/2002 11:52,1.29,20.4,6.55,56.8,6.76,179,0.43,5.42,0.53,1.24,3.37,2.5,2,0.69,-9999,0.23,-9999,13.51,0.05,2.29
QT,22141,1/8/2002,1/8/2002 10:00,-9999,21.2,7.15,103.4,9.69,138,0.48,7.49,0.2,4.43,5.65,2.5,2,0.71,-9999,0.23,-9999,19.62,0.09,8.6
QP,22140,1/8/2002,1/8/2002 9:40,1.41,20.9,6.95,73.2,9.05,73,0.5,6.3,0.29,2.72,3.3,2.5,2,1.25,-9999,0.2,-9999,9.42,0.13,4.5
MPR,22144,1/8/2002,1/8/2002 10:13,1.92,23.5,7.54,74.7,8.83,112,1.12,6.7,0.67,1.83,4.82,2.5,5.63,0.86,-9999,0.18,-9999,10.68,0.07,0.2
RI,22157,1/15/2002,1/15/2002 12:05,1.26,20.8,6.56,59.2,6.82,178,0.41,5.76,0.64,1.29,3.66,5.68,16.82,0.8,-9999,0.27,-9999,-9999,0.09,1.62
Q2,22161,1/15/2002,1/15/2002 10:29,0.08,22,7.41,90.2,8.04,250,0.98,8.09,0.85,2.78,4.98,2.5,13.04,0.63,-9999,0.31,-9999,21.43,0.06,11.94
Q3,22162,1/15/2002,1/15/2002 9:20,4.58,21.8,7.53,81.8,9.32,194,0.62,8,0.62,2.79,4.32,2.5,13.24,0.75,-9999,0.25,-9999,27.55,0.05,2.6
Q1,22160,1/15/2002,1/15/2002 9:26,9.74,22,7.46,80.9,9.02,184,1.36,9.03,0.88,2.92,4.96,7.9,19.45,0.6,-9999,0.24,-9999,22.96,0.05,30.78
MPR,22158,1/15/2002,1/15/2002 11:05,1.76,22.5,7.53,77.5,8.79,100,1.16,7.03,0.69,1.96,5.52,2.5,6.34,0.99,-9999,0.17,-9999,12.93,0.07,0.2
QT,22155,1/15/2002,1/15/2002 9:53,-9999,20.5,7.06,115.1,9.34,150,0.43,7.76,0.22,4.99,3.9,2.5,2,0.71,-9999,0.33,-9999,6.04,0.18,7.1
QP,22154,1/15/2002,1/15/2002 9:25,1.36,20.8,6.97,80.6,8.87,73,0.45,6.75,0.32,3.12,3.3,2.5,2,0.95,-9999,0.14,-9999,13.16,0.07,4.7
QG,22156,1/15/2002,1/15/2002 12:20,8.57,20,6.74,52.1,7.59,284,0.35,5.78,0.47,1.13,2.7,5.82,2,0.79,-9999,0.39,-9999,-9999,0.1,3.67
QS,22153,1/15/2002,1/15/2002 9:05,3.14,20.2,6.63,51.8,8.12,133,0.59,5.2,0.37,1.52,2.46,2.5,2,1.28,-9999,0.23,-9999,8.91,0.1,0.19
Q2,22175,1/22/2002,1/22/2002 9:14,0.07,22,7.58,72.3,7.85,225,0.99,8.27,0.92,2.85,6.02,5.38,7.59,0.66,-9999,0.48,-9999,-9999,0.25,11.16
Q3,22176,1/22/2002,1/22/2002 8:50,4.56,22.3,7.54,72.1,9.13,178,0.64,8.26,0.71,3.03,4.43,2.5,9.03,0.63,-9999,0.22,-9999,6.82,0.03,2.22
Q1,22174,1/22/2002,1/22/2002 9:10,9.72,22.5,7.58,95.9,8.83,188,1.34,9.46,0.91,3.16,5.58,8.93,12.29,0.63,-9999,0.25,-9999,25.53,0.05,14.4
MPR,22172,1/22/2002,1/22/2002 10:20,1.82,22.5,7.51,73.1,8.39,78,1.09,6.81,0.65,1.94,6.24,2.5,5.29,1.18,-9999,0.16,-9999,5.15,0.08,0.21
RI,22171,1/22/2002,1/22/2002 12:00,1.32,20.7,6.74,56.2,7.24,158,0.47,5.52,0.61,1.13,3.27,8.08,4.41,1.84,-9999,0.25,-9999,0.03,0.09,7.54
QT,22169,1/22/2002,1/22/2002 9:50,-9999,20.5,7.35,116.2,9.66,114,0.49,8.1,0.25,5.16,4.75,2.5,4.92,1.17,-9999,0.21,-9999,13.4,0.09,9.66
QP,22168,1/22/2002,1/22/2002 9:33,1.44,20.7,7.15,77.8,9.06,68,0.52,6.53,0.37,2.98,4,2.5,2,1.41,-9999,0.17,-9999,15.19,0.1,7.91
QS,22167,1/22/2002,1/22/2002 9:15,3.78,20.1,6.71,48.7,8.48,105,0.6,4.91,0.35,1.33,2.19,2.5,2,2.2,-9999,-9999,-9999,2.99,-9999,2.48
QG,22170,1/22/2002,1/22/2002 12:10,8.62,20.1,7.01,52.4,7.54,268,0.42,5.8,0.52,1.16,2.75,2.5,5.46,1.28,-9999,0.36,-9999,25.55,0.09,8.14
RI,32211000,1/22/2002,1/22/2002 0:00,-9999,-9999,-9999,-9999,7.61,-9999,0.57,5.42,1.02,1.31,3.59,5.89,2,1.6,-9999,0.23,-9999,-9999,-9999,-9999
QG,120000966,1/23/2002,1/23/2002 11:22,-9999,-9999,-9999,53.3,7.5,-9999,-9999,-9999,0.71,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,25.4,-9999,12
QG,32238000,1/28/2002,1/28/2002 0:00,-9999,-9999,-9999,-9999,5.74,251,0.54,4.05,0.56,0.74,1.61,12.68,2,3.37,-9999,0.34,-9999,8.4,0.08,-9999
RI,32240000,1/28/2002,1/28/2002 0:00,-9999,-9999,-9999,-9999,4.78,115,0.47,3.47,0.49,0.58,1.45,26.82,2,4.5,-9999,0.24,-9999,5.5,0.09,-9999
QG,22184,1/29/2002,1/29/2002 11:53,8.62,19.4,7.01,50.8,7.74,242,0.45,5.64,0.55,1.11,2.61,2.5,4.39,1.47,-9999,0.28,-9999,19.79,0.04,21.5
Q3,22190,1/29/2002,1/29/2002 8:50,4.56,22.3,7.54,72.1,8.42,162,0.68,7.08,0.72,2.58,3.99,2.5,5.1,1.03,-9999,0.22,-9999,29.47,0.05,4.9
Q2,22189,1/29/2002,1/29/2002 9:14,0.07,22,7.58,72.3,7.72,215,0.94,7.35,0.93,2.54,5.6,2.5,2,0.8,-9999,0.26,-9999,32.36,0.05,13.5
Q1,22188,1/29/2002,1/29/2002 9:10,9.72,22.5,7.58,95.9,8.51,176,1.28,8.65,1.02,2.83,4.53,16.38,14.51,0.92,-9999,0.22,-9999,38.64,0.02,21.17
QS,22181,1/29/2002,1/29/2002 9:20,3.6,19.5,6.73,42.5,7.37,115,0.53,4.76,0.47,1.21,2.03,2.5,2,1.92,-9999,0.17,-9999,11.25,0.05,0.57
RI,22185,1/29/2002,1/29/2002 11:36,1.32,19.6,6.78,53.6,6.59,163,0.48,5.5,0.59,1.15,3.1,2.5,2,1.08,-9999,0.2,-9999,21.79,0.03,3.4
QT,22183,1/29/2002,1/29/2002 10:00,-9999,20.7,7.41,101.5,9.42,106,0.47,7.34,0.22,4.37,6.43,2.5,2,1.2,-9999,0.18,-9999,5.36,0.07,10
QP,22182,1/29/2002,1/29/2002 9:33,1.47,20.3,7.03,65.6,8.42,73,0.49,5.91,0.3,2.45,3.3,2.5,2,1.32,-9999,0.12,-9999,9.34,0.05,6.67
MPR,22186,1/29/2002,1/29/2002 10:20,1.82,22.5,7.51,73.1,8.05,141,1.12,6.16,0.63,1.62,6.69,2.5,7.26,0.94,-9999,0.18,-9999,20.06,0.03,1.2
QG,120000967,2/4/2002,2/4/2002 11:20,-9999,20,-9999,-9999,7.3,270,0.37,5.46,0.51,1.01,2.74,-9999,-9999,0.8,-9999,-9999,-9999,20,-9999,15
RI,22199,2/5/2002,2/5/2002 11:42,1.27,19.9,6.85,57.3,6.65,160,0.41,5.67,0.52,1.23,3.58,2.5,2,0.65,-9999,0.22,-9999,24.03,0.06,2.9
Q3,22204,2/5/2002,2/5/2002 8:44,4.59,21.3,7.56,86.1,7.83,239,0.95,7.96,0.95,2.91,6.49,2.5,16.09,0.54,-9999,0.24,-9999,35.6,0.01,11.88
Q2,22203,2/5/2002,2/5/2002 8:50,0.07,25.5,7.56,95.2,8.87,171,0.63,7.91,0.72,3.01,4.78,2.5,10.39,0.73,-9999,0.2,-9999,34.08,0.02,3.79
Q1,22202,2/5/2002,2/5/2002 9:02,9.72,21.8,7.45,99.8,8.76,196,1.31,9.29,0.95,3.14,5.67,14.15,18.73,0.47,-9999,0.24,-9999,42.36,0.03,11.78
QG,22198,2/5/2002,2/5/2002 11:57,8.6,19.5,7.05,52.4,7.24,255,0.35,5.71,0.52,1.02,2.81,2.5,2,0.99,-9999,0.3,-9999,23.13,0.04,6.7
QT,22197,2/5/2002,2/5/2002 9:48,-9999,20.6,7.44,110.5,9.2,131,0.43,7.6,0.24,4.79,5.53,2.5,6.48,0.68,-9999,0.17,-9999,28.39,0.04,7.06
QP,22196,2/5/2002,2/5/2002 9:26,1.39,20,7.13,73.1,8.61,78,0.45,6.34,0.33,2.9,3.73,2.5,2,0.84,-9999,0.15,-9999,21.29,0.07,6.8
QS,22195,2/5/2002,2/5/2002 9:15,3.38,19.2,6.79,48.2,7.66,105,0.52,4.9,0.33,1.34,2.32,2.5,2,1.17,-9999,0.16,-9999,12.97,0.06,0.45
MPR,22200,2/5/2002,2/5/2002 9:52,1.9,21,7.48,81.9,8.22,105,1.12,6.7,0.62,1.85,6.08,2.5,5.17,0.99,-9999,0.23,-9999,6.53,0.12,0.7
Q2,22217,2/12/2002,2/12/2002 8:00,0.08,21,7.32,27.6,10.24,279,1.23,10.65,1.15,3.66,5.22,2.5,8.4,0.53,-9999,0.26,-9999,12.45,0.01,59.29
Q3,22218,2/12/2002,2/12/2002 7:56,4.56,21,7.78,112.5,8.44,162,0.59,7.65,0.64,2.98,4.3,6.1,10.5,1.01,-9999,0.19,-9999,5.27,0.02,19.63
Q1,22216,2/12/2002,2/12/2002 7:50,9.7,22,7.54,69.2,9.63,210,1.39,10.35,1.04,3.54,6.2,15.41,15.28,0.49,-9999,0.27,-9999,12.78,0.05,45.79
MPR,22214,2/12/2002,2/12/2002 10:00,1.7,21.5,6.91,70.91,10.69,109,1.45,8.93,0.8,2.61,6.02,14.22,2,1.33,-9999,0.21,-9999,15.11,0.09,20.8
RI,22213,2/12/2002,2/12/2002 11:55,1.24,20.1,7.04,53.1,7.16,172,0.41,6.37,0.59,1.42,4.21,6.64,2,0.71,-9999,0.22,-9999,-9999,0.05,26.89
QT,22211,2/12/2002,2/12/2002 10:00,-9999,20.8,7.57,117.9,8.24,136,0.4,7.15,0.25,4.86,5.86,2.5,2,0.51,-9999,0.17,-9999,5.19,0.03,24.44
QP,22210,2/12/2002,2/12/2002 9:31,1.34,20.2,7.24,80,7.83,79,0.4,6.21,0.3,3.04,3.5,2.5,2,0.78,-9999,0.13,-9999,2.2,0.05,35.25
QS,22209,2/12/2002,2/12/2002 9:16,3.12,19.7,6.88,52,6.88,111,0.44,4.49,0.34,1.26,2.17,2.5,2,1.12,-9999,0.15,-9999,-9999,0.04,13.52
QG,22212,2/12/2002,2/12/2002 12:15,8.58,19.6,6.97,59.7,7.25,237,0.31,5.65,0.44,1.07,2.79,2.5,2,0.64,-9999,0.25,-9999,-9999,0.01,23.16
QG,22226,2/19/2002,2/19/2002 11:50,8.66,19.6,7.13,49.9,7.47,246,0.47,5.75,0.59,1.05,2.62,11.03,2,2.58,-9999,0.3,-9999,19.63,0.05,139.71
Q3,22232,2/19/2002,2/19/2002 9:09,4.54,21.8,7.58,93.7,8.97,149,0.6,8.5,0.64,3.35,5.17,2.5,11.25,0.25,-9999,0.16,-9999,37.57,0.01,3.6
Q2,22231,2/19/2002,2/19/2002 9:14,0.06,22,7.58,99.7,7.92,197,0.97,8.38,0.88,3.02,6.47,2.5,10.8,0.68,-9999,0.24,-9999,38.06,0.03,6.63
Q1,22230,2/19/2002,2/19/2002 9:00,9.72,22.3,7.51,87.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,12.42
QS,22223,2/19/2002,2/19/2002 9:05,2.98,20.6,6.93,54.2,8.01,160,0.58,5.45,0.47,1.66,2.78,6.85,2,1.58,-9999,-9999,-9999,15.49,-9999,0.4
RI,22227,2/19/2002,2/19/2002 11:35,1.23,20,6.98,61.2,6.65,149,0.38,5.89,0.57,1.37,3.97,6.53,2,0.73,-9999,0.18,-9999,26.13,0.03,1
QT,22225,2/19/2002,2/19/2002 9:50,-9999,21.2,7.6,124.9,8.77,193,1.33,9.54,0.88,3.32,5.81,11.8,9.89,0.43,-9999,0.3,-9999,32.32,0.09,12.7
QP,22224,2/19/2002,2/19/2002 9:21,1.32,20.8,7.3,83.8,8.53,77,0.44,6.91,0.37,3.55,4,2.5,4.68,0.96,-9999,0.21,-9999,25.06,0.13,6.93
MPR,22228,2/19/2002,2/19/2002 10:23,1.59,22.3,7.73,103.6,8.57,84,1.21,7.47,0.72,2.32,7.17,2.5,6.85,1.06,-9999,0.18,-9999,29.59,0.1,0.3
QG,120000968,2/25/2002,2/25/2002 11:45,-9999,-9999,-9999,52.4,7.5,-9999,-9999,-9999,0.54,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,22.7,-9999,11
Q2,22245,2/26/2002,2/26/2002 9:15,0.04,21.3,7.5,96.8,8.77,221,1.08,8.51,1.08,3.11,6.51,6.26,16.89,1.28,-9999,0.29,-9999,36.46,0.07,13.13
QG,22240,2/26/2002,2/26/2002 12:04,8.56,19.1,7.16,55.5,7.67,255,0.33,6.24,0.45,1.29,3.04,7.64,5.39,0.39,-9999,0.3,-9999,26.02,0.04,-9999
Q1,22244,2/26/2002,2/26/2002 9:02,9.72,21.5,7.43,86.7,9.41,223,1.38,9.76,1.06,3.37,6.47,15.12,18.41,0.98,-9999,0.3,-9999,8.83,0.06,24
Q3,22246,2/26/2002,2/26/2002 8:45,4.56,21,7.51,91.3,9.24,161,0.66,8.54,0.73,3.29,5.27,2.5,11.95,0.54,-9999,0.21,-9999,36.87,0.04,4.7
RI,22241,2/26/2002,2/26/2002 11:48,1.22,19.6,6.97,62.9,6.89,149,0.38,6.21,0.6,1.43,4.15,6.87,4,0.38,-9999,0.16,-9999,27.56,0.01,3.24
QP,22238,2/26/2002,2/26/2002 9:40,1.38,19.8,7.22,85.9,9.47,99,0.6,7.07,0.44,3.57,4.79,12.69,4.56,1.12,-9999,0.16,-9999,24.08,0.05,13.33
QS,22237,2/26/2002,2/26/2002 9:25,2.94,19.6,6.93,56.2,8.32,172,0.64,5.62,0.48,1.72,3.1,2.5,2,0.97,-9999,0.26,-9999,15.47,0.08,1.1
MPR,22242,2/26/2002,2/26/2002 10:04,1.56,21.5,7.69,106.4,8.38,89,1.27,7.79,0.66,2.41,8.05,8.11,8.78,0.38,-9999,0.12,-9999,30.58,0.03,0.1
QT,22239,2/26/2002,2/26/2002 10:05,-9999,20.2,7.52,126.9,9.96,138,0.57,8.44,0.27,5.57,8.51,6.8,9.72,1.09,-9999,0.2,-9999,30.77,0.06,15.41
Q2,22259,3/5/2002,3/5/2002 9:37,0.03,21,7.33,87.8,8.01,193,0.93,7.7,1.02,2.67,3.65,5.82,9.13,0.49,-9999,0.25,-9999,34.95,0.05,11.85
Q3,22260,3/5/2002,3/5/2002 9:16,4.5,21,7.55,97.2,9.8,146,0.66,8.43,0.82,2.94,3.89,2.5,10.18,0.45,-9999,0.2,-9999,34.81,0.06,1.9
Q1,22258,3/5/2002,3/5/2002 9:25,9.7,21.3,7.6,79.8,8.67,188,1.31,8.95,1.06,3.01,4.61,2.5,19.8,0.38,-9999,0.25,-9999,41.28,0.05,13.29
MPR,22256,3/5/2002,3/5/2002 0:00,-9999,-9999,7.73,100.3,8.97,84,1.36,7.25,0.86,2.27,5.53,2.5,6.73,0.68,-9999,0.14,-9999,27.34,0.06,0.88
RI,22255,3/5/2002,3/5/2002 11:43,1.2,19.4,7.01,64.5,7.26,159,0.4,5.86,0.62,1.41,3.96,2.5,4.44,0.71,-9999,0.22,-9999,24.87,0.06,2.21
QT,22253,3/5/2002,3/5/2002 9:40,-9999,20.1,7.42,135.6,9.77,130,0.45,8.18,0.21,5.1,3.76,2.5,2,0.68,-9999,0.39,-9999,31.25,0.26,9.9
QP,22252,3/5/2002,3/5/2002 9:20,1.32,19.6,7.28,86.7,10.18,74,0.55,6.82,0.36,3.12,4.6,2.5,2,1.14,-9999,0.16,-9999,22.4,0.09,8.77
QS,22251,3/5/2002,3/5/2002 9:00,3.4,19,6.85,60.4,10.47,101,0.63,5.46,0.37,1.69,2.95,2.5,2,2.1,-9999,0.24,-9999,11.29,0.14,3.42
QG,22254,3/5/2002,3/5/2002 12:05,8.55,18.6,7.17,55.8,7.62,247,0.34,5.87,0.47,1.14,2.96,2.5,4.26,0.78,-9999,0.41,-9999,24.05,0.16,2.65
QG,22268,3/12/2002,3/12/2002 12:00,8.55,19.4,7.18,56.2,7.32,222,0.29,6.01,0.57,1.28,3.17,2.5,4.93,0.63,-9999,0.26,-9999,24.34,0.04,6
Q3,22274,3/12/2002,3/12/2002 9:09,4.51,21.5,7.45,94.4,9.5,120,0.79,8.47,0.78,3.44,4.76,2.5,9.56,0.79,-9999,0.19,-9999,33.57,0.06,2.6
Q2,22273,3/12/2002,3/12/2002 9:15,0.04,21.3,7.59,92.3,8.32,165,1.1,8.38,1.04,3.25,6.88,5.82,12.41,0.7,-9999,0.2,-9999,34.39,0.03,9.86
